"_id","logo","twitter","brandName"
"5fd8babfc43a9c04e0613d63","http://res.cloudinary.com/miscellaneous/image/upload/v1608435050/7am/5fdec569e7a13e1f9086a849.png http://res.cloudinary.com/miscellaneous/image/upload/v1608039102/7am/5fd8babbc43a9c04e0613d62.png","https://twitter.com/7amunform","7am"
